2.457500e+00 2.069282e-02 3.300000e-04
2.472500e+00 2.052629e-02 3.500000e-04
2.487500e+00 2.046044e-02 3.300000e-04
2.502500e+00 2.060947e-02 3.200000e-04
2.517500e+00 2.075905e-02 3.300000e-04
2.532500e+00 2.088314e-02 3.300000e-04
2.547500e+00 2.069858e-02 3.200000e-04
2.562500e+00 2.077922e-02 3.200000e-04
2.577500e+00 2.093520e-02 3.100000e-04
2.592500e+00 2.073888e-02 2.900000e-04
2.607500e+00 2.083692e-02 2.900000e-04
2.622500e+00 2.083981e-02 2.900000e-04
2.637500e+00 2.078787e-02 2.900000e-04
2.652500e+00 2.085425e-02 2.800000e-04
2.667500e+00 2.112372e-02 2.900000e-04
2.682500e+00 2.121975e-02 2.800000e-04
2.697500e+00 2.123723e-02 2.800000e-04
2.712500e+00 2.107723e-02 2.600000e-04
2.727500e+00 2.116152e-02 2.600000e-04
2.742500e+00 2.106852e-02 2.700000e-04
2.757500e+00 2.103660e-02 2.900000e-04
2.772500e+00 2.103370e-02 2.800000e-04
2.787500e+00 2.099021e-02 2.800000e-04
2.802500e+00 2.100760e-02 2.900000e-04
2.817500e+00 2.111209e-02 2.600000e-04
2.832500e+00 2.086002e-02 2.800000e-04
2.847500e+00 2.104530e-02 3.100000e-04
2.862500e+00 2.101340e-02 2.800000e-04
2.877500e+00 2.078499e-02 2.900000e-04
2.892500e+00 2.081672e-02 2.800000e-04
2.907500e+00 2.081383e-02 3.000000e-04
2.922500e+00 2.082538e-02 2.800000e-04
2.937500e+00 2.098732e-02 2.900000e-04
2.952500e+00 2.086291e-02 2.800000e-04
2.967500e+00 2.079076e-02 2.700000e-04
2.982500e+00 2.088603e-02 2.800000e-04
2.997500e+00 2.070433e-02 2.700000e-04
3.012500e+00 2.083692e-02 2.700000e-04
3.027500e+00 2.066694e-02 2.800000e-04
3.042500e+00 2.083692e-02 2.900000e-04
3.057500e+00 2.080229e-02 2.900000e-04
3.072500e+00 2.075905e-02 2.900000e-04
3.087500e+00 2.072736e-02 2.900000e-04
3.102500e+00 2.076769e-02 2.800000e-04
3.117500e+00 2.062383e-02 2.800000e-04
3.132500e+00 2.060373e-02 3.100000e-04
3.147500e+00 2.080518e-02 2.500000e-04
3.162500e+00 2.059225e-02 2.700000e-04
3.177500e+00 2.046902e-02 2.700000e-04
3.192500e+00 2.044042e-02 2.900000e-04
