5.064 0.0200647225 0.0003
5.214 0.0200817241 0.00032
5.365 0.020269216899999998 0.00022
5.515 0.020249290000000003 0.00029
5.665 0.020212308899999996 0.0003
5.815 0.0203861284 0.00031
5.966 0.020274912099999997 0.00024
6.116 0.020240752900000002 0.00026
6.266 0.0201469636 0.0003
6.416 0.020580771600000002 0.00025
6.567 0.02105401 0.00036
6.717 0.0208369225 0.00024
6.867 0.0204690249 0.00043
7.017 0.020534890000000004 0.00025
7.168 0.02105401 0.00024
7.318 0.0210105025 0.00027
7.468 0.021386137600000004 0.00025
7.618 0.021103372900000004 0.0003
7.769 0.0207965241 0.0003
7.919 0.020868691600000003 0.00034
8.069 0.020609473599999997 0.00029
8.219 0.020848472099999998 0.00051
8.37 0.020917836900000004 0.00033
8.52 0.020929408899999998 0.00036
8.67 0.020952562499999997 0.00033
8.82 0.020831148900000002 0.00037
8.971 0.020975728899999997 0.00048
9.121 0.0208831401 0.00042
9.271 0.02076481 0.00037
9.421 0.020646816100000003 0.00041
9.572 0.020675564100000002 0.00042
9.722 0.0207216025 0.00043
9.872 0.0204518601 0.00044
10.022 0.0202322176 0.00046
10.173 0.020623832099999996 0.0005
10.323 0.020329056400000003 0.00069
10.473 0.0204118369 0.00106
10.623 0.0206123449 0.00068
10.774 0.0204604416 0.00074
10.924 0.0203575824 0.00093
11.074 0.0201270969 0.00099
11.224 0.0196588441 0.00111
11.375 0.019546836099999996 0.00111
11.525 0.018947522499999998 0.00143
11.675 0.0196140025 0.00129
11.825 0.019268216099999996 0.00154
11.976 0.0177049636 0.00224
12.126 0.017310664899999998 0.00236
12.276 0.0190191681 0.00231
12.426 0.01784896 0.00291
12.577 0.018487840900000004 0.00438
12.727 0.01865956 0.00395
12.877 0.018398209600000003 0.00518
13.027 0.0172318129 0.00499
13.178 0.01669264 0.00498
13.328 0.016778020900000003 0.00622
13.478 0.020457580899999998 0.00671
13.628 0.0179962225 0.00961
